timestamp,worker_id,violation
5.638966666666667,5,No Helmet
5.638966666666667,5,No Vest
5.6723333333333334,3,No Vest
5.7057,3,No Vest
5.839166666666667,3,No Vest
5.872533333333334,3,No Vest
5.9059,3,No Vest
5.939266666666667,3,No Vest
5.9726333333333335,3,No Vest
6.006,3,No Vest
6.039366666666667,3,No Vest
6.072733333333334,3,No Vest
6.1061000000000005,3,No Vest
6.139466666666667,3,No Vest
6.172833333333334,3,No Vest
6.2062,3,No Vest
6.239566666666667,3,No Vest
6.2729333333333335,3,No Vest
6.3063,3,No Vest
6.339666666666667,3,No Vest
6.373033333333334,3,No Vest
6.4064000000000005,3,No Vest
6.439766666666667,3,No Vest
6.473133333333334,3,No Vest
6.5065,3,No Vest
6.539866666666667,3,No Vest
6.5732333333333335,3,No Vest
6.673333333333334,3,No Vest
6.7067000000000005,5,No Vest
6.7067000000000005,3,No Vest
6.740066666666667,3,No Vest
6.8068,3,No Vest
6.8735333333333335,3,No Vest
6.9069,3,No Vest
6.940266666666667,3,No Vest
6.973633333333334,3,No Vest
7.007000000000001,3,No Vest
7.040366666666667,3,No Vest
7.073733333333334,3,No Vest
7.273933333333334,3,No Vest
7.307300000000001,3,No Vest
7.340666666666667,3,No Vest
7.4741333333333335,3,No Vest
7.607600000000001,3,No Vest
7.741066666666667,3,No Vest
7.841166666666667,3,No Vest
7.874533333333334,3,No Vest
7.907900000000001,3,No Vest
7.941266666666667,3,No Vest
7.974633333333334,3,No Vest
8.008000000000001,3,No Vest
8.041366666666667,3,No Vest
8.074733333333334,3,No Vest
8.1081,3,No Vest
8.141466666666666,3,No Vest
8.174833333333334,3,No Vest
8.2082,3,No Vest
8.241566666666667,3,No Vest
8.241566666666667,5,No Vest
8.274933333333333,3,No Vest
8.274933333333333,5,No Vest
8.308300000000001,3,No Vest
8.375033333333334,3,No Vest
8.441766666666666,5,No Vest
8.475133333333334,3,No Vest
8.5085,3,No Vest
8.608600000000001,3,No Vest
9.1091,5,No Vest
9.142466666666667,5,No Vest
9.7097,5,No Vest
9.743066666666667,5,No Vest
9.776433333333333,5,No Vest
9.809800000000001,5,No Vest
9.843166666666667,5,No Vest
9.876533333333334,5,No Vest
9.9099,5,No Vest
9.943266666666668,5,No Vest
9.976633333333334,5,No Vest
10.01,5,No Vest
10.043366666666667,5,No Vest
10.076733333333333,5,No Vest
10.110100000000001,5,No Vest
11.778433333333334,5,No Helmet
11.8118,5,No Helmet
