timestamp,worker_count
9.943266666666668,1
9.976633333333334,1
10.01,1
10.043366666666667,1
10.076733333333333,1
10.110100000000001,1
10.143466666666667,1
10.176833333333335,1
10.2102,1
10.243566666666668,1
10.276933333333334,1
10.3103,1
10.343666666666667,1
10.377033333333333,1
10.410400000000001,1
10.443766666666667,1
10.477133333333335,1
10.5105,1
10.543866666666668,1
10.577233333333334,1
10.6106,1
10.643966666666667,1
10.677333333333333,1
10.710700000000001,1
10.744066666666667,1
10.777433333333335,1
10.8108,1
10.844166666666668,1
10.877533333333334,1
10.9109,1
10.944266666666667,1
10.977633333333333,1
11.011000000000001,1
11.044366666666667,1
11.077733333333335,1
11.1111,1
11.14446666666667,1
11.177833333333334,1
11.211200000000002,1
11.244566666666667,1
11.277933333333333,1
11.311300000000001,1
11.344666666666667,1
11.378033333333335,1
11.4114,1
11.444766666666668,1
11.478133333333334,1
11.5115,1
11.544866666666667,1
11.578233333333333,1
11.611600000000001,1
11.644966666666667,1
11.678333333333335,1
11.7117,1
11.745066666666668,1
11.778433333333334,1
11.8118,1
11.845166666666668,1
11.878533333333333,1
11.911900000000001,1
11.945266666666667,1
11.978633333333335,1
12.012,1
12.045366666666668,0
12.078733333333334,0
12.1121,0
12.145466666666668,0
12.178833333333333,1
12.212200000000001,1
12.245566666666667,1
12.278933333333335,1
12.3123,1
12.345666666666668,1
